                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                  4.146,                 4.2021,                 4.0981,                0.00043,                0.05556,                0.00025,                  8e-05,                 3.7621,                 4.4768,                 4.0278,               0.062288,              0.0032882,              0.0032882
                     21,                 3.5327,                 4.3143,                 4.0949,                0.00043,                0.05556,                0.00025,                  8e-05,                 3.7558,                 4.4704,                 4.0222,               0.060406,               0.003406,               0.003406
                     22,                  4.173,                  4.209,                 4.0524,                0.00043,                0.05556,                0.00025,                  7e-05,                 3.7494,                 4.4642,                 4.0164,                0.05852,              0.0035199,              0.0035199
                     23,                 3.6639,                 4.2128,                 4.0773,                0.00043,                0.05556,                0.00025,                  8e-05,                 3.7423,                 4.4578,                 4.0099,                0.05663,              0.0036298,              0.0036298
                     24,                 3.7465,                 4.4532,                 4.1116,                0.00043,                0.05556,                0.00024,                  6e-05,                 3.7349,                 4.4504,                 4.0025,               0.054736,              0.0037358,              0.0037358
                     25,                 3.5638,                 4.2456,                  4.128,                0.00043,                0.05556,                0.00025,                  6e-05,                 3.7292,                 4.4444,                 3.9964,               0.052838,              0.0038378,              0.0038378
                     26,                 3.8694,                 4.1017,                 4.1192,                0.00043,                0.05556,                0.00025,                  6e-05,                 3.7248,                 4.4397,                 3.9913,               0.050936,              0.0039358,              0.0039358
                     27,                 3.9036,                 4.3434,                 4.0554,                0.00043,                0.05556,                0.00025,                  6e-05,                 3.7248,                 4.4397,                 3.9913,                0.04903,              0.0040299,              0.0040299
                     28,                 3.6953,                 4.2702,                 4.0768,                0.00043,                0.05556,                0.00025,                  8e-05,                 3.7207,                 4.4346,                 3.9858,                0.04712,                0.00412,                0.00412
                     29,                 3.7286,                 4.0108,                 4.0657,                0.00043,                0.05556,                0.00026,                  7e-05,                 3.7159,                 4.4296,                 3.9795,               0.045206,              0.0042061,              0.0042061
                     30,                 3.4665,                  4.052,                 4.0694,                0.00043,                0.05556,                0.00026,                  7e-05,                 3.7159,                 4.4296,                 3.9795,               0.043288,              0.0042883,              0.0042883
                     31,                 3.8886,                 4.0707,                 4.0469,                0.00043,                0.05556,                0.00026,                 0.0001,                 3.7121,                 4.4243,                 3.9729,               0.041367,              0.0043665,              0.0043665
                     32,                 3.9059,                 4.2289,                 4.0573,                0.00043,                0.05556,                0.00027,                 0.0001,                 3.7088,                 4.4196,                 3.9655,               0.039441,              0.0044408,              0.0044408
                     33,                 3.5276,                 4.1279,                 4.0628,                0.00043,                0.05556,                0.00027,                 0.0001,                 3.7088,                 4.4196,                 3.9655,               0.037511,              0.0045111,              0.0045111
                     34,                 3.9273,                 4.0907,                  4.008,                0.00043,                0.05556,                0.00028,                0.00011,                 3.7061,                 4.4152,                 3.9593,               0.035577,              0.0045775,              0.0045775
                     35,                 3.8292,                 3.9365,                 3.9606,                0.00043,                0.05556,                0.00028,                0.00011,                  3.702,                 4.4105,                 3.9526,                0.03364,              0.0046399,              0.0046399
                     36,                 3.2378,                 4.0185,                 4.0718,                0.00043,                0.05556,                0.00028,                0.00011,                  3.702,                 4.4105,                 3.9526,               0.031698,              0.0046983,              0.0046983
                     37,                 3.7588,                 3.9733,                 3.9521,                0.00043,                0.05556,                0.00029,                0.00012,                 3.6971,                 4.4058,                 3.9466,               0.029753,              0.0047528,              0.0047528
                     38,                  3.794,                 3.9304,                 4.0711,                0.00043,                0.05556,                0.00029,                0.00012,                 3.6931,                 4.4011,                 3.9419,               0.027803,              0.0048033,              0.0048033
                     39,                 4.3905,                 4.2204,                 3.9724,                0.00043,                0.05556,                0.00029,                0.00012,                 3.6931,                 4.4011,                 3.9419,                0.02585,              0.0048498,              0.0048498
                     40,                  3.497,                 4.2051,                 4.1046,                0.00043,                0.05556,                0.00029,                0.00012,                 3.6883,                 4.3963,                 3.9368,               0.023892,              0.0048924,              0.0048924
                     41,                   3.99,                 3.9648,                  3.928,                0.00043,                0.05556,                 0.0003,                0.00012,                 3.6843,                 4.3907,                 3.9322,               0.021931,               0.004931,               0.004931
                     42,                 4.0989,                 4.2673,                 3.9323,                0.00043,                0.05556,                 0.0003,                0.00012,                 3.6843,                 4.3907,                 3.9322,               0.019966,              0.0049657,              0.0049657
                     43,                 3.7079,                 3.8743,                  3.939,                0.00043,                0.05556,                0.00029,                0.00013,                 3.6814,                 4.3825,                 3.9278,               0.017996,              0.0049964,              0.0049964
                     44,                 3.2838,                 3.9194,                 3.9775,                0.00043,                0.05556,                0.00029,                0.00013,                 3.6814,                 4.3825,                 3.9278,               0.016023,              0.0050232,              0.0050232
                     45,                 3.8859,                 4.0256,                   4.08,                0.00054,                0.06944,                 0.0004,                0.00018,                 3.6787,                 4.3711,                 3.9245,               0.014046,               0.005046,               0.005046
                     46,                 3.6334,                  4.009,                  3.983,                0.00054,                0.06944,                 0.0004,                0.00018,                 3.6787,                 4.3711,                 3.9245,               0.012065,              0.0050648,              0.0050648
                     47,                 3.9021,                 4.5125,                  4.008,                0.00098,                  0.125,                0.00087,                0.00027,                 3.6747,                 4.3612,                 3.9202,                0.01008,              0.0050797,              0.0050797
                     48,                 3.8677,                 4.2462,                 3.8628,                0.00098,                  0.125,                0.00087,                0.00027,                 3.6747,                 4.3612,                 3.9202,              0.0080906,              0.0050906,              0.0050906
                     49,                 3.4307,                 3.8838,                 3.9165,                0.00109,                0.13889,                0.00097,                0.00033,                 3.6676,                 4.3499,                 3.9141,              0.0060975,              0.0050975,              0.0050975
                     50,                 4.3234,                 4.0498,                 3.8635,                0.00109,                0.13889,                0.00097,                0.00033,                 3.6676,                 4.3499,                 3.9141,                0.00505,                0.00505,                0.00505
                     51,                 3.8047,                 4.1059,                 3.8699,                 0.0013,                0.16667,                0.00116,                0.00049,                 3.6657,                 4.3319,                 3.9105,                0.00505,                0.00505,                0.00505
                     52,                    3.1,                 3.9479,                 3.9247,                 0.0013,                0.16667,                0.00116,                0.00049,                 3.6657,                 4.3319,                 3.9105,               0.004951,               0.004951,               0.004951
                     53,                 3.9499,                 3.6531,                 3.8369,                0.00131,                0.16667,                0.00111,                0.00043,                 3.6596,                 4.3191,                 3.9084,               0.004852,               0.004852,               0.004852
                     54,                 3.2947,                 3.6393,                 3.8344,                0.00131,                0.16667,                0.00111,                0.00043,                 3.6596,                 4.3191,                 3.9084,               0.004753,               0.004753,               0.004753
                     55,                 3.4651,                 3.9196,                 3.8529,                0.00098,                  0.125,                0.00084,                0.00039,                 3.6405,                 4.2757,                 3.8952,               0.004654,               0.004654,               0.004654
                     56,                 3.6442,                 3.8235,                 3.8218,                0.00098,                  0.125,                0.00084,                0.00039,                 3.6405,                 4.2757,                 3.8952,               0.004555,               0.004555,               0.004555
                     57,                 3.2703,                  3.738,                 3.8269,                0.00097,                  0.125,                0.00713,                0.00202,                 3.6319,                 4.2325,                 3.8757,               0.004456,               0.004456,               0.004456
                     58,                 3.5475,                 3.8394,                 3.7921,                0.00097,                  0.125,                0.00713,                0.00202,                 3.6319,                 4.2325,                 3.8757,               0.004357,               0.004357,               0.004357
                     59,                 3.4022,                 3.6315,                 3.8085,                0.00168,                  0.175,                0.00811,                0.00197,                 3.5787,                 4.2013,                  3.871,               0.004258,               0.004258,               0.004258
                     60,                 3.3309,                 3.5713,                 3.7054,                0.00168,                  0.175,                0.00811,                0.00197,                 3.5787,                 4.2013,                  3.871,               0.004159,               0.004159,               0.004159
                     61,                 3.2903,                 3.2588,                 3.8369,                0.00255,                0.23889,                0.01406,                0.00375,                 3.4949,                  4.155,                  3.821,                0.00406,                0.00406,                0.00406
                     62,                 3.1419,                 3.8255,                 3.8153,                0.00255,                0.23889,                0.01406,                0.00375,                 3.4949,                  4.155,                  3.821,               0.003961,               0.003961,               0.003961
                     63,                 3.3651,                 3.7267,                 3.7259,                0.00306,                  0.275,                0.01789,                0.00569,                 3.4502,                 4.1453,                  3.812,               0.003862,               0.003862,               0.003862
                     64,                 3.1685,                 3.5864,                 3.6051,                0.00306,                  0.275,                0.01789,                0.00569,                 3.4502,                 4.1453,                  3.812,               0.003763,               0.003763,               0.003763
                     65,                  3.487,                 3.7411,                 3.9214,                0.00453,                0.43056,                  0.041,                0.01278,                 3.3159,                 4.1041,                 3.7544,               0.003664,               0.003664,               0.003664
                     66,                 3.5369,                 3.6436,                 3.8088,                0.00453,                0.43056,                  0.041,                0.01278,                 3.3159,                 4.1041,                 3.7544,               0.003565,               0.003565,               0.003565
                     67,                 3.4961,                 3.7416,                 3.7124,                0.00467,                  0.475,                0.03556,                0.01291,                 3.2129,                 4.1018,                 3.7204,               0.003466,               0.003466,               0.003466
                     68,                 3.3519,                 3.3357,                 3.6857,                0.00467,                  0.475,                0.03556,                0.01291,                 3.2129,                 4.1018,                 3.7204,               0.003367,               0.003367,               0.003367
                     69,                 3.3992,                 3.4743,                 3.5887,                0.00467,                0.50278,                0.03135,                0.01043,                 3.1871,                 4.0751,                 3.7205,               0.003268,               0.003268,               0.003268
                     70,                 3.1048,                 3.6756,                 3.7339,                0.00467,                0.50278,                0.03135,                0.01043,                 3.1871,                 4.0751,                 3.7205,               0.003169,               0.003169,               0.003169
                     71,                 3.2313,                 3.7353,                 3.7746,                0.00495,                  0.525,                0.04392,                 0.0164,                 3.0607,                 4.0571,                 3.6692,                0.00307,                0.00307,                0.00307
                     72,                 3.4732,                 3.8474,                 3.5641,                0.00495,                  0.525,                0.04392,                 0.0164,                 3.0607,                 4.0571,                 3.6692,               0.002971,               0.002971,               0.002971
                     73,                 3.4883,                 3.8592,                 3.6706,                 0.0051,                  0.525,                0.03524,                0.01126,                 3.1157,                 4.0183,                 3.7291,               0.002872,               0.002872,               0.002872
                     74,                 3.2111,                 3.5614,                 3.7461,                 0.0051,                  0.525,                0.03524,                0.01126,                 3.1157,                 4.0183,                 3.7291,               0.002773,               0.002773,               0.002773
                     75,                 3.2192,                 3.6331,                 3.6088,                0.00408,                  0.425,                0.01324,                0.00397,                 3.1206,                 4.1178,                 3.7031,               0.002674,               0.002674,               0.002674
                     76,                  3.588,                 3.4339,                   3.41,                0.00408,                  0.425,                0.01324,                0.00397,                 3.1206,                 4.1178,                 3.7031,               0.002575,               0.002575,               0.002575
                     77,                 2.9838,                 3.9022,                 3.7641,                0.01339,                0.42778,                0.05411,                0.01463,                 3.0847,                 3.9768,                 3.7676,               0.002476,               0.002476,               0.002476
                     78,                 2.8538,                 3.8798,                 3.5114,                0.01339,                0.42778,                0.05411,                0.01463,                 3.0847,                 3.9768,                 3.7676,               0.002377,               0.002377,               0.002377
                     79,                 3.7341,                 3.3453,                 3.3862,                 0.1638,                0.03889,                0.05038,                0.01451,                 2.9702,                 3.8735,                 3.7352,               0.002278,               0.002278,               0.002278
                     80,                 2.9901,                 3.6209,                  3.421,                 0.1638,                0.03889,                0.05038,                0.01451,                 2.9702,                 3.8735,                 3.7352,               0.002179,               0.002179,               0.002179
                     81,                 3.1378,                 3.2891,                 3.2704,                0.09497,                0.06389,                0.04176,                0.01348,                 2.8978,                 3.9923,                 3.6111,                0.00208,                0.00208,                0.00208
                     82,                 3.2832,                 3.5151,                 3.1202,                0.09497,                0.06389,                0.04176,                0.01348,                 2.8978,                 3.9923,                 3.6111,               0.001981,               0.001981,               0.001981
                     83,                 2.9771,                 3.4893,                 3.3988,                0.08303,                0.07778,                0.04372,                0.01077,                 2.8684,                 4.0631,                 3.5923,               0.001882,               0.001882,               0.001882
                     84,                 3.2483,                 3.2123,                 3.4054,                0.08303,                0.07778,                0.04372,                0.01077,                 2.8684,                 4.0631,                 3.5923,               0.001783,               0.001783,               0.001783
                     85,                 3.3562,                 4.0125,                 3.7376,                0.09038,                0.05278,                0.04538,                0.01455,                 2.8723,                 4.0522,                 3.5678,               0.001684,               0.001684,               0.001684
                     86,                 2.8201,                 3.2769,                  3.418,                0.09038,                0.05278,                0.04538,                0.01455,                 2.8723,                 4.0522,                 3.5678,               0.001585,               0.001585,               0.001585
                     87,                 3.2802,                 3.6274,                 3.6158,                0.06043,                0.06667,                0.03335,                0.00938,                 2.9561,                 4.0808,                 3.5759,               0.001486,               0.001486,               0.001486
                     88,                 3.1205,                 3.5988,                 3.5031,                0.06043,                0.06667,                0.03335,                0.00938,                 2.9561,                 4.0808,                 3.5759,               0.001387,               0.001387,               0.001387
                     89,                 3.3682,                 3.6016,                 3.4811,                0.08954,                0.06667,                0.04014,                0.01196,                  2.953,                 3.9777,                  3.521,               0.001288,               0.001288,               0.001288
                     90,                 3.0129,                 4.2169,                 3.2038,                0.08954,                0.06667,                0.04014,                0.01196,                  2.953,                 3.9777,                  3.521,               0.001189,               0.001189,               0.001189
                     91,                   2.66,                 3.6445,                 3.4963,                 0.0246,                0.02778,                0.04695,                0.01482,                 2.8803,                 3.8829,                 3.5092,                0.00109,                0.00109,                0.00109
                     92,                  2.716,                 3.9162,                 3.3958,                 0.0246,                0.02778,                0.04695,                0.01482,                 2.8803,                 3.8829,                 3.5092,               0.000991,               0.000991,               0.000991
                     93,                 2.6063,                 3.4891,                 3.3308,                0.00927,                0.58333,                0.06989,                0.02064,                 2.8898,                 3.8925,                 3.4576,               0.000892,               0.000892,               0.000892
                     94,                 2.8581,                 3.6642,                 3.5225,                0.00927,                0.58333,                0.06989,                0.02064,                 2.8898,                 3.8925,                 3.4576,               0.000793,               0.000793,               0.000793
                     95,                 2.8148,                 3.8763,                 3.4364,                0.16869,                0.12778,                0.09137,                0.03094,                 2.8993,                 3.8447,                 3.4424,               0.000694,               0.000694,               0.000694
                     96,                 2.7984,                 3.6676,                 3.3071,                0.16869,                0.12778,                0.09137,                0.03094,                 2.8993,                 3.8447,                 3.4424,               0.000595,               0.000595,               0.000595
                     97,                 2.9033,                 4.0443,                  3.731,                0.15722,                0.06667,                0.10169,                 0.0358,                 2.8775,                 3.8101,                 3.4093,               0.000496,               0.000496,               0.000496
                     98,                 3.2269,                 4.3458,                 3.5716,                0.15722,                0.06667,                0.10169,                 0.0358,                 2.8775,                 3.8101,                 3.4093,               0.000397,               0.000397,               0.000397
                     99,                 2.6777,                 4.3793,                 3.5374,                0.20763,                0.09167,                0.11528,                0.03852,                 2.8287,                 3.7538,                 3.3891,               0.000298,               0.000298,               0.000298
