                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 2.7116,                 3.5919,                 3.0975,                0.00483,                0.47599,                0.01333,                0.00473,                 2.7147,                 4.1447,                 3.5353,               0.007426,               0.007426,               0.007426
                     28,                 2.7282,                 3.6282,                  3.162,                0.01417,                0.36072,                0.01718,                0.00673,                 2.7039,                 4.2497,                 3.4215,               0.007327,               0.007327,               0.007327
                     29,                 2.7218,                 3.5085,                 3.1463,                0.54865,                0.05396,                0.04198,                  0.018,                 2.5867,                 4.5559,                 3.2201,               0.007228,               0.007228,               0.007228
                     30,                 2.6963,                 3.5736,                 3.0666,                0.25931,                 0.0915,                0.04578,                0.02083,                 2.5728,                  4.115,                  3.151,               0.007129,               0.007129,               0.007129
                     31,                 2.6478,                 3.4531,                 3.0292,                0.08378,                0.01882,                0.02775,                0.01292,                 2.6113,                 3.9181,                 3.1806,                0.00703,                0.00703,                0.00703
                     32,                 2.6219,                 3.5126,                 2.9821,                0.23625,                0.07031,                0.05188,                0.02367,                 2.5346,                 4.0471,                 3.0803,               0.006931,               0.006931,               0.006931
                     33,                 2.5977,                 3.4386,                 2.9281,                0.16296,                0.09244,                0.04722,                0.02281,                 2.5066,                 4.4815,                 3.0522,               0.006832,               0.006832,               0.006832
                     34,                  2.587,                 3.3481,                 2.8842,                0.18882,                0.12301,                0.05736,                0.02611,                 2.4911,                 4.0555,                 3.0002,               0.006733,               0.006733,               0.006733
                     35,                 2.5688,                 3.2295,                 2.9575,                0.08199,                0.10006,                0.02643,                0.00962,                 2.5729,                 3.8173,                  3.118,               0.006634,               0.006634,               0.006634
                     36,                  2.581,                 3.3574,                  2.937,                   0.08,                0.05383,                0.02889,                0.00997,                 2.5376,                 3.6822,                 3.0486,               0.006535,               0.006535,               0.006535
                     37,                 2.5926,                 3.3328,                 2.9278,                0.16144,                0.07928,                0.05656,                0.02624,                 2.4303,                 3.7639,                 2.9672,               0.006436,               0.006436,               0.006436
                     38,                 2.5242,                 3.2099,                 2.8157,                0.12767,                0.13397,                0.05871,                0.02977,                 2.3555,                 4.3934,                 2.9045,               0.006337,               0.006337,               0.006337
                     39,                 2.4773,                 3.1813,                 2.7898,                0.14417,                0.14171,                0.07133,                0.03498,                 2.3854,                 3.7615,                 2.9155,               0.006238,               0.006238,               0.006238
                     40,                 2.4673,                 3.1911,                 2.8133,                0.18273,                0.13146,                0.07556,                0.03531,                 2.3231,                 3.5828,                 2.9234,               0.006139,               0.006139,               0.006139
                     41,                 2.5126,                 3.2303,                 2.8495,                0.21183,                0.14351,                0.09403,                0.04815,                  2.253,                 3.7599,                 2.8474,                0.00604,                0.00604,                0.00604
                     42,                 2.5228,                 3.2436,                  2.797,                0.20515,                0.08968,                0.07281,                0.03754,                 2.2773,                 3.8504,                 2.8586,               0.005941,               0.005941,               0.005941
                     43,                 2.4571,                 3.1407,                 2.7192,                0.20401,                0.15639,                0.10339,                0.05234,                  2.282,                 3.8101,                 2.8114,               0.005842,               0.005842,               0.005842
                     44,                 2.4164,                 3.2128,                  2.779,                0.12805,                0.33897,                0.08303,                0.03961,                  2.305,                 5.0269,                 2.8057,               0.005743,               0.005743,               0.005743
                     45,                 2.3834,                 3.1026,                 2.7176,                0.16077,                 0.2146,                0.09461,                0.04514,                 2.2468,                 4.1593,                  2.797,               0.005644,               0.005644,               0.005644
                     46,                 2.3728,                 3.1117,                 2.7088,                0.22952,                0.13991,                0.09226,                0.04617,                 2.2273,                 3.8396,                 2.8084,               0.005545,               0.005545,               0.005545
                     47,                 2.3332,                 3.1286,                 2.6687,                0.16201,                0.09675,                0.06768,                0.03527,                 2.2296,                  3.809,                 2.8051,               0.005446,               0.005446,               0.005446
                     48,                 2.3376,                 3.0284,                 2.6371,                0.17582,                0.15748,                0.08049,                0.03831,                 2.2106,                 3.5387,                 2.8071,               0.005347,               0.005347,               0.005347
                     49,                 2.2911,                 2.9966,                 2.6776,                 0.2531,                0.17367,                0.11003,                0.05807,                 2.1763,                 3.5707,                 2.7793,               0.005248,               0.005248,               0.005248
                     50,                 2.2507,                 3.0417,                 2.5923,                0.24429,                 0.1319,                0.09499,                0.04892,                  2.153,                 3.7345,                 2.7137,               0.005149,               0.005149,               0.005149
                     51,                 2.3456,                  3.003,                 2.6771,                0.20034,                0.20771,                0.13176,                0.06988,                 2.1126,                  3.246,                 2.6434,                0.00505,                0.00505,                0.00505
                     52,                 2.2812,                 2.9602,                 2.6282,                0.18473,                0.17977,                0.09204,                0.04346,                 2.1301,                 3.4749,                 2.6647,               0.004951,               0.004951,               0.004951
                     53,                 2.2367,                 2.9844,                 2.5978,                0.22505,                0.16137,                0.12091,                0.05741,                 2.1678,                 3.4588,                 2.7082,               0.004852,               0.004852,               0.004852
                     54,                  2.266,                  2.941,                  2.655,                0.24923,                0.19843,                0.15174,                0.07042,                 2.1039,                 3.1267,                 2.6536,               0.004753,               0.004753,               0.004753
                     55,                  2.247,                  2.969,                  2.589,                0.20094,                0.21574,                0.15008,                0.07663,                  2.088,                 3.1417,                 2.6378,               0.004654,               0.004654,               0.004654
                     56,                 2.1779,                 2.9067,                 2.5444,                0.16826,                0.20764,                0.13953,                0.07245,                 2.0969,                 3.1929,                 2.6164,               0.004555,               0.004555,               0.004555
                     57,                 2.1624,                 2.9417,                  2.518,                 0.1803,                0.21562,                0.13792,                0.07402,                 2.0718,                 3.1897,                 2.5882,               0.004456,               0.004456,               0.004456
                     58,                 2.2361,                 2.9017,                 2.5635,                0.24342,                0.24272,                0.16531,                0.09017,                 2.0467,                 3.0966,                 2.5711,               0.004357,               0.004357,               0.004357
                     59,                 2.2199,                 2.8611,                  2.517,                0.25848,                0.17948,                0.14227,                0.07767,                 2.1017,                 3.2369,                 2.6122,               0.004258,               0.004258,               0.004258
                     60,                 2.1561,                 2.8195,                 2.4957,                0.27791,                0.20855,                 0.1848,                  0.098,                 2.0383,                 2.9992,                 2.5599,               0.004159,               0.004159,               0.004159
                     61,                  2.103,                 2.7424,                 2.4891,                0.28981,                0.20106,                0.17246,                0.07964,                  2.043,                  2.943,                 2.5799,                0.00406,                0.00406,                0.00406
                     62,                 2.1699,                 2.9013,                 2.5965,                0.26384,                0.25406,                0.20523,                0.10332,                 1.9775,                 2.9762,                 2.5332,               0.003961,               0.003961,               0.003961
                     63,                 2.1262,                 2.7437,                  2.468,                0.25904,                0.21988,                0.16656,                0.08521,                 2.0457,                 3.0442,                 2.5872,               0.003862,               0.003862,               0.003862
                     64,                 2.0908,                 2.7239,                 2.4605,                 0.3313,                0.28191,                0.25131,                0.13596,                 1.9596,                  2.825,                 2.5322,               0.003763,               0.003763,               0.003763
                     65,                  2.088,                 2.7205,                  2.377,                0.31081,                0.23473,                 0.2094,                0.11296,                 2.0104,                    2.9,                   2.55,               0.003664,               0.003664,               0.003664
                     66,                 2.0625,                  2.709,                 2.4578,                 0.3092,                0.29492,                  0.232,                0.12208,                 1.9433,                 2.7565,                 2.4839,               0.003565,               0.003565,               0.003565
                     67,                 2.0284,                 2.6499,                 2.4059,                0.24173,                0.26016,                0.17624,                0.09442,                 1.9127,                 2.8927,                 2.4792,               0.003466,               0.003466,               0.003466
                     68,                  2.061,                 2.7799,                 2.4129,                0.27002,                0.27359,                 0.1976,                0.11254,                 1.9119,                 2.9454,                 2.4755,               0.003367,               0.003367,               0.003367
                     69,                 2.0374,                 2.6808,                 2.4329,                 0.2769,                0.24494,                0.19032,                0.10105,                 1.9287,                 2.7879,                 2.4946,               0.003268,               0.003268,               0.003268
                     70,                 2.0073,                 2.6124,                 2.3385,                0.34997,                0.27615,                0.24325,                0.13726,                 1.9043,                 2.7163,                 2.4522,               0.003169,               0.003169,               0.003169
                     71,                 2.0511,                 2.7315,                 2.4689,                0.32534,                 0.2751,                0.25939,                0.14076,                 1.8952,                 2.7175,                 2.4508,                0.00307,                0.00307,                0.00307
                     72,                 1.9337,                 2.5858,                 2.3626,                0.30479,                0.29337,                0.25313,                 0.1419,                 1.8868,                  2.684,                 2.4401,               0.002971,               0.002971,               0.002971
                     73,                 2.0613,                 2.7144,                  2.391,                0.38915,                0.27083,                0.26175,                0.15286,                 1.9144,                 2.7658,                 2.4554,               0.002872,               0.002872,               0.002872
                     74,                 1.9878,                 2.6589,                 2.3677,                0.29722,                0.30112,                0.23415,                0.14082,                 1.9164,                 2.8192,                 2.4423,               0.002773,               0.002773,               0.002773
                     75,                 1.9989,                 2.6252,                 2.4197,                0.27085,                 0.3759,                0.25128,                0.14616,                 1.9181,                  2.804,                 2.4278,               0.002674,               0.002674,               0.002674
                     76,                 2.0312,                 2.6419,                 2.3449,                0.33057,                 0.3312,                0.25011,                0.14249,                 1.9123,                 2.8214,                 2.4322,               0.002575,               0.002575,               0.002575
                     77,                 1.8976,                 2.5037,                 2.3216,                0.33268,                0.28301,                0.23943,                0.14312,                 1.8929,                 2.8276,                 2.4102,               0.002476,               0.002476,               0.002476
                     78,                 2.0146,                 2.5769,                  2.416,                0.31969,                0.30847,                0.27144,                0.16444,                  1.833,                  2.595,                 2.3748,               0.002377,               0.002377,               0.002377
                     79,                   1.99,                 2.5318,                 2.3146,                0.33988,                0.30087,                0.27052,                0.15776,                 1.8598,                 2.5786,                 2.3953,               0.002278,               0.002278,               0.002278
                     80,                 1.8891,                 2.4801,                 2.3058,                0.36921,                0.35119,                0.29876,                0.16839,                 1.8527,                 2.5115,                 2.3897,               0.002179,               0.002179,               0.002179
                     81,                 1.9255,                 2.3838,                 2.3464,                0.35056,                0.38251,                0.29949,                0.17327,                 1.8365,                 2.4893,                 2.3812,                0.00208,                0.00208,                0.00208
                     82,                 1.9414,                 2.4893,                 2.2577,                0.35806,                0.38406,                0.31278,                0.18285,                 1.8235,                 2.4951,                 2.3692,               0.001981,               0.001981,               0.001981
                     83,                 1.9462,                 2.5796,                 2.3499,                0.42267,                0.38903,                0.33883,                0.19881,                 1.7826,                 2.4553,                 2.3508,               0.001882,               0.001882,               0.001882
                     84,                 1.8865,                 2.4368,                 2.2877,                0.43624,                  0.367,                0.35487,                0.21261,                 1.7756,                  2.436,                 2.3486,               0.001783,               0.001783,               0.001783
                     85,                 1.9851,                 2.6108,                 2.4366,                0.42163,                0.35896,                 0.3668,                0.21991,                 1.7633,                 2.3964,                 2.3344,               0.001684,               0.001684,               0.001684
                     86,                 1.9454,                 2.5126,                 2.3534,                0.38644,                0.36118,                0.34672,                0.20778,                 1.7522,                  2.383,                 2.3183,               0.001585,               0.001585,               0.001585
                     87,                 1.9237,                 2.4486,                 2.2903,                 0.3415,                0.34244,                0.31172,                0.18793,                 1.7679,                 2.5231,                 2.3274,               0.001486,               0.001486,               0.001486
                     88,                 1.9464,                  2.458,                 2.3062,                0.39133,                0.31303,                0.30029,                0.18247,                 1.7787,                 2.5187,                 2.3269,               0.001387,               0.001387,               0.001387
                     89,                 1.9789,                 2.5704,                 2.3634,                0.37955,                0.37029,                  0.328,                0.19554,                 1.7656,                 2.4638,                 2.3101,               0.001288,               0.001288,               0.001288
                     90,                 1.8755,                 2.6139,                 2.2694,                 0.3817,                0.34844,                0.30881,                0.18501,                 1.7524,                 2.5375,                 2.2991,               0.001189,               0.001189,               0.001189
                     91,                 1.7763,                 2.5083,                 2.3368,                 0.4379,                0.32468,                0.30851,                0.18662,                 1.7167,                 2.5298,                 2.2668,                0.00109,                0.00109,                0.00109
                     92,                 1.7491,                 2.5131,                 2.2875,                 0.3902,                0.34348,                 0.3197,                0.19815,                 1.6834,                 2.4277,                  2.249,               0.000991,               0.000991,               0.000991
                     93,                 1.7643,                 2.4994,                 2.3158,                0.38381,                0.38293,                0.33287,                0.20833,                 1.6642,                  2.379,                 2.2315,               0.000892,               0.000892,               0.000892
                     94,                 1.7908,                 2.4799,                 2.2844,                0.36528,                0.37213,                0.33165,                0.21062,                  1.687,                   2.38,                 2.2512,               0.000793,               0.000793,               0.000793
                     95,                 1.7756,                 2.4983,                  2.334,                0.35992,                0.41973,                0.33818,                0.21458,                 1.6836,                 2.3464,                 2.2473,               0.000694,               0.000694,               0.000694
                     96,                 1.7386,                 2.3818,                 2.2533,                0.36893,                0.40522,                0.34893,                0.22017,                 1.6712,                  2.331,                 2.2384,               0.000595,               0.000595,               0.000595
                     97,                 1.7256,                 2.3726,                 2.2081,                 0.3871,                0.40259,                0.35843,                0.22729,                 1.6608,                 2.3062,                  2.231,               0.000496,               0.000496,               0.000496
                     98,                 1.7533,                 2.4016,                 2.2331,                0.38509,                0.41739,                0.37016,                0.23407,                 1.6507,                 2.2891,                 2.2186,               0.000397,               0.000397,               0.000397
                     99,                 1.7424,                 2.4817,                 2.3344,                0.45552,                0.38675,                0.37898,                0.23947,                 1.6459,                 2.2737,                 2.2163,               0.000298,               0.000298,               0.000298
