                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                  3.788,                 4.3134,                 4.1732,                0.00043,                0.05556,                0.00027,                 0.0001,                 3.7393,                 4.4561,                 4.0066,                0.04756,              0.0025597,              0.0025597
                     28,                 3.7514,                 4.3046,                 4.1172,                0.00043,                0.05556,                0.00027,                 0.0001,                 3.7358,                  4.452,                 4.0022,                0.04554,              0.0025399,              0.0025399
                     29,                 3.6993,                 4.0284,                 4.1122,                0.00043,                0.05556,                0.00027,                0.00011,                 3.7315,                 4.4481,                 3.9974,               0.043512,              0.0025122,              0.0025122
                     30,                 3.5609,                 4.0613,                 4.0593,                0.00043,                0.05556,                0.00027,                0.00011,                 3.7315,                 4.4481,                 3.9974,               0.041477,              0.0024766,              0.0024766
                     31,                 3.9055,                 4.0343,                 4.0845,                0.00043,                0.05556,                0.00027,                 0.0001,                 3.7281,                 4.4443,                 3.9924,               0.039433,              0.0024331,              0.0024331
                     32,                 3.8672,                 4.2123,                 4.0935,                0.00043,                0.05556,                0.00027,                 0.0001,                 3.7248,                 4.4409,                 3.9877,               0.037382,              0.0023816,              0.0023816
                     33,                 3.6676,                 4.1024,                 4.0984,                0.00043,                0.05556,                0.00027,                 0.0001,                 3.7248,                 4.4409,                 3.9877,               0.035322,              0.0023222,              0.0023222
                     34,                 3.9958,                 4.0939,                 4.0371,                0.00043,                0.05556,                0.00027,                0.00012,                  3.722,                 4.4379,                 3.9841,               0.033255,              0.0022549,              0.0022549
                     35,                 3.8626,                   3.97,                 3.9815,                0.00043,                0.05556,                0.00027,                0.00012,                 3.7189,                 4.4342,                  3.979,                0.03118,              0.0021797,              0.0021797
                     36,                 3.1538,                 4.0551,                 4.0697,                0.00043,                0.05556,                0.00027,                0.00012,                 3.7189,                 4.4342,                  3.979,               0.029097,              0.0020966,              0.0020966
                     37,                 3.8247,                 3.9876,                 3.9568,                0.00043,                0.05556,                0.00027,                0.00012,                 3.7159,                 4.4305,                 3.9739,               0.027006,              0.0020055,              0.0020055
                     38,                   3.64,                 3.9855,                 4.0625,                0.00043,                0.05556,                0.00028,                 0.0001,                 3.7138,                 4.4275,                 3.9702,               0.024907,              0.0019065,              0.0019065
                     39,                 4.3631,                 4.2547,                 4.0221,                0.00043,                0.05556,                0.00028,                 0.0001,                 3.7138,                 4.4275,                 3.9702,                 0.0228,              0.0017996,              0.0017996
                     40,                  3.171,                  4.142,                 4.0359,                0.00043,                0.05556,                0.00029,                0.00011,                  3.712,                 4.4252,                 3.9673,               0.020685,              0.0016848,              0.0016848
                     41,                 3.2184,                 4.9107,                  4.446,                0.00043,                0.05556,                0.00029,                0.00011,                 3.7108,                 4.4231,                 3.9641,               0.018562,              0.0015621,              0.0015621
                     42,                 4.2202,                 5.1502,                 4.0329,                0.00043,                0.05556,                0.00029,                0.00011,                 3.7108,                 4.4231,                 3.9641,               0.016431,              0.0014314,              0.0014314
                     43,                 4.4091,                 4.7035,                  4.014,                0.00043,                0.05556,                0.00029,                0.00011,                 3.7102,                   4.42,                 3.9613,               0.014293,              0.0012928,              0.0012928
                     44,                 3.1292,                 4.2706,                 4.1753,                0.00043,                0.05556,                0.00029,                0.00011,                 3.7102,                   4.42,                 3.9613,               0.012146,              0.0011463,              0.0011463
                     45,                 3.3952,                 4.1439,                 4.1835,                0.00043,                0.05556,                0.00029,                0.00011,                 3.7097,                 4.4183,                 3.9599,              0.0099919,              0.0009919,              0.0009919
                     46,                 3.4505,                 4.3144,                 4.0207,                0.00043,                0.05556,                0.00029,                0.00011,                 3.7097,                 4.4183,                 3.9599,              0.0078296,             0.00082956,             0.00082956
                     47,                  2.989,                 5.3203,                  4.161,                0.00043,                0.05556,                 0.0003,                0.00011,                 3.7096,                 4.4167,                 3.9592,              0.0056593,              0.0006593,              0.0006593
                     48,                 3.6507,                 4.2024,                 4.0636,                0.00043,                0.05556,                 0.0003,                0.00011,                 3.7096,                 4.4167,                 3.9592,              0.0034811,             0.00048112,             0.00048112
                     49,                 3.5264,                 4.5668,                 4.1329,                0.00043,                0.05556,                 0.0003,                 0.0001,                 3.7099,                 4.4152,                 3.9588,               0.001295,             0.00029502,             0.00029502
